date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:08:43	25569/25569	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/smoothscroll/smooth-scroll.js	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/smoothscroll/smooth-scroll.js	(from https://mobirise.com/extensions/floram4/floral-studio/)
20:08:44	6727/6727	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/bootstrapcarouselswipe/bootstrap-carousel-swipe.js	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/bootstrapcarouselswipe/bootstrap-carousel-swipe.js	(from https://mobirise.com/extensions/floram4/floral-studio/)
20:08:45	1285/1285	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/mbr-testimonials-slider/mbr-testimonials-slider.js	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/mbr-testimonials-slider/mbr-testimonials-slider.js	(from https://mobirise.com/extensions/floram4/floral-studio/)
20:08:46	18913/18913	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/dropdown/js/nav-dropdown.js	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/dropdown/js/nav-dropdown.js	(from https://mobirise.com/extensions/floram4/floral-studio/)
20:08:47	3507/3507	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/dropdown/js/navbar-dropdown.js	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/dropdown/js/navbar-dropdown.js	(from https://mobirise.com/extensions/floram4/floral-studio/)
20:08:48	20412/20412	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/touchswipe/jquery.touch-swipe.min.js	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/touchswipe/jquery.touch-swipe.min.js	(from https://mobirise.com/extensions/floram4/floral-studio/)
20:08:49	1323/1323	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/mbr-tabs/mbr-tabs.js	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/mbr-tabs/mbr-tabs.js	(from https://mobirise.com/extensions/floram4/floral-studio/)
20:08:50	43103/43103	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/theme/js/script.js	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/theme/js/script.js	(from https://mobirise.com/extensions/floram4/floral-studio/)
20:08:51	11841/11841	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/formoid.min.js	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/formoid.min.js	(from https://mobirise.com/extensions/floram4/floral-studio/)
20:08:53	25468/25468	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2018%20May%202021%2015:21:26%20GMT	https://mobirise.com/extensions/floram4/floral-studio/assets/web/assets/mobirise-icons2/mobirise2.eot?f2bix4	/Users/thanhnguyen/Desktop/GiaKhang%20/GiaKhang/mobirise.com/extensions/floram4/floral-studio/assets/web/assets/mobirise-icons2/mobirise21e04.eot	(from https://mobirise.com/extensions/floram4/floral-studio/assets/web/assets/mobirise-icons2/mobirise2.css)
